id,name,host_id,host_name,host_since,host_location,host_response_time,host_is_superhost,neighbourhood_cleansed,neighbourhood_group,latitude,longitude,room_type,accommodates,price,minimum_nights,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,reviews_per_month,host_location,availability_365
53276531,Sunny 2-Bedroom Work-from-Home Apartment,34734525,Anthony,6/1/2015,"Chicago, IL",within an hour,f,Avondale,,41.9365317,-87.7136344,Entire home/apt,8,71,2,17,8/12/2022,3/9/2023,4.88,4.82,4.71,5,4.94,5,4.76,R22000087020,2.32,"Chicago, IL",242
662034,Edgebrook bdr by golf course,2824576,Jeff,7/4/2012,"Chicago, IL",within a few hours,t,Forest Glen,,41.99405,-87.75746,Private room,2,65,2,86,8/28/2013,2/1/2023,4.92,4.94,4.96,4.95,4.94,4.8,4.9,City registration pending,0.74,"Chicago, IL",242
7.01E+17,Bright & Modern Chic House in Heart of Bridgeport,88547320,Laura,8/7/2016,"Chicago, IL",within an hour,t,Bridgeport,,41.835973,-87.6513885,Entire home/apt,4,65,1,36,9/4/2022,3/12/2023,4.94,5,4.83,5,5,4.89,4.97,R22000086348,5.48,"Chicago, IL",242
25185506,B2 - Next To Downtown Chicago - Room,109075524,Alejandra,12/30/2016,United States,within an hour,f,Near West Side,,41.87633,-87.67921,Private room,4,40,2,242,6/1/2018,2/21/2023,4.59,4.72,4.71,4.77,4.77,4.52,4.69,R19000042282,4.14,United States,242
20286462,Great room with private bathroom,27232871,Fabio,2/4/2015,"Chicago, IL",within an hour,f,West Town,,41.9001,-87.67019,Private room,2,5060,1,170,9/10/2017,3/12/2023,4.61,4.7,4.63,4.86,4.76,4.88,4.74,R18000034122,2.53,"Chicago, IL",243
50299400,SafestArea duplex-Lincoln Park by brown line train,191736422,Niloo,5/26/2018,"Chicago, IL",within an hour,t,Lincoln Park,,41.93047,-87.65221,Entire home/apt,12,320,3,69,8/22/2021,2/20/2023,4.77,4.8,4.83,4.99,4.99,4.59,4.62,R21000074020,3.6,"Chicago, IL",243
22148940,Converted Store Front Home Lets You Live Like a Local In the Heart of It All!,161754741,Josh,12/7/2017,Unknown,within an hour,t,West Town,,41.8957,-87.65648,Entire home/apt,10,190,32,180,1/1/2018,11/30/2022,4.81,4.87,4.77,4.94,4.92,4.79,4.69,City registration pending,2.84,,243
9797971,*The Oakley-Modern 3br Duplex 12 mins to Downtown,136407355,Elsie,6/22/2017,"Chicago, IL",within an hour,t,Near West Side,,41.88069,-87.68368,Entire home/apt,8,186,2,405,12/28/2015,3/12/2023,4.78,4.86,4.74,4.89,4.94,4.61,4.8,R20000053778,4.6,"Chicago, IL",243
50873701,The Perfect Windy City Townhome,25966579,Zahid,1/11/2015,"Chicago, IL",within an hour,f,Lincoln Park,,41.9126,-87.65069,Entire home/apt,4,176,1,65,9/7/2021,3/12/2023,4.88,4.91,4.94,4.95,4.94,4.88,4.83,R21000069565,3.49,"Chicago, IL",243
5.91E+17,Convenient Location Near Loyola/Northwestern,447064744,Kwan,2/27/2022,Unknown,within an hour,t,Rogers Park,,42.01769,-87.66949,Entire home/apt,6,157,2,33,4/24/2022,3/15/2023,5,5,5,4.97,5,4.85,4.79,R22000078897,3,,243
52911958,Short distance to the O'Hare or Downtown Chicago.,31757317,Dorota,4/22/2015,"Norridge, IL",within an hour,f,Irving Park,,41.951302,-87.710083,Entire home/apt,5,109,1,65,11/3/2021,2/26/2023,4.75,4.86,4.71,4.94,4.82,4.85,4.83,R22000083167,3.88,"Norridge, IL",243
5.93E+17,Bright 2 Bedroom Bridgeport Apt,54406799,Angelica,1/12/2016,"Chicago, IL",within an hour,f,Bridgeport,,41.83802867,-87.64922376,Entire home/apt,4,95,1,11,1/16/2023,3/14/2023,5,5,5,5,5,5,5,R22000084569,5.24,"Chicago, IL",243
6.01E+17,Pilsen 2F *In-Unit Laundry* 2bed/1bath !Location!,100782278,Chicago Furnished,10/22/2016,Unknown,within a few hours,t,Lower West Side,,41.85514,-87.66032,Entire home/apt,5,72,32,4,7/31/2022,11/27/2022,4.75,5,5,4.75,5,5,4.5,R22000077682,0.52,,243
44557865,"Homey, energy efficient 2 &  separate laundry room",310181286,Hassan $ Ramon Oba Omo,11/17/2019,"Chicago, IL",within an hour,f,Greater Grand Crossing,,41.76386,-87.61488,Private room,2,40,1,59,8/16/2020,3/28/2022,4.49,4.78,4.76,4.76,4.9,4.58,4.76,R21000073814,1.87,"Chicago, IL",243
17382991,Gated 3 Story Home perfect for Group Travelers,44427387,Gleatha,9/17/2015,"Chicago, IL",within an hour,t,Oakland,,41.82173,-87.60428,Entire home/apt,12,600,2,99,3/22/2017,1/10/2023,4.86,4.9,4.89,4.99,4.99,4.88,4.79,R21000072399,1.36,"Chicago, IL",244
21488226,Luxe 6BR House *Trendy Logan Square *Garage Access,156059677,Amit,10/24/2017,"Chicago, IL",within an hour,t,Avondale,,41.93405,-87.70322,Entire home/apt,16,570,3,184,11/15/2017,3/8/2023,4.93,4.92,4.89,4.98,4.98,4.85,4.83,R18000033614,2.83,"Chicago, IL",244
54016679,"Modern, Stylish West Town Loft with Pool Table",423874446,Robert,9/20/2021,"Chicago, IL",within an hour,f,West Town,,41.89492416,-87.66701508,Entire home/apt,12,294,1,38,2/1/2022,3/1/2023,4.74,4.68,4.82,4.97,4.79,4.82,4.68,R22000089529,2.77,"Chicago, IL",244
6.26E+17,"Wrigleyville Inn. Historic Greystone, Free Parking",6789528,Peter,6/7/2013,"Chicago, IL",within an hour,t,Lake View,,41.94546,-87.65317,Entire home/apt,6,292,1,26,5/31/2022,3/5/2023,5,5,5,4.96,4.92,5,4.77,2840957,2.66,"Chicago, IL",244
11457931,Wrigleyville Charm,56733195,Brian,1/30/2016,"Chicago, IL",within an hour,t,Lake View,,41.94808,-87.6531,Entire home/apt,6,283,2,175,5/22/2016,3/12/2023,4.97,4.98,4.91,4.98,4.98,5,4.89,2447024,2.11,"Chicago, IL",244
7.51E+17,Cozy 2 brm apartment mins away from United Center,112794359,Dominique,1/23/2017,"Chicago, IL",within an hour,f,East Garfield Park,,41.88073,-87.69679,Entire home/apt,3,164,1,3,11/13/2022,3/14/2023,4,5,3.67,3.67,3.67,4.67,4,R22000092072,0.71,"Chicago, IL",244
17824940,2 King Bed Condo Easy Downtown Free Street Parking,31101209,Michelle  & Brendan,4/12/2015,"Chicago, IL",within an hour,t,West Town,,41.89817,-87.690102,Entire home/apt,4,160,2,207,6/2/2017,11/6/2022,4.87,4.89,4.87,4.96,4.96,4.83,4.89,R19000045807,2.93,"Chicago, IL",244
52520901,Lavish 2BR/2BA Loft I Next to Grant Park & Museums,375644856,Tony,11/14/2020,"Chicago, IL",within an hour,t,Loop,,41.87035,-87.62779,Entire home/apt,6,144,3,76,10/5/2021,3/16/2023,4.87,4.84,4.78,4.87,4.93,4.86,4.76,R21000073703,4.29,"Chicago, IL",244
44976530,"Private, Cozy, Vintage Garden (Metra nearby)",131098042,Janis,5/19/2017,"Gurnee, IL",within an hour,f,Portage Park,,41.95917,-87.75221,Entire home/apt,3,55,200,53,9/17/2020,1/1/2023,4.72,4.83,4.55,4.96,4.96,4.94,4.79,R20000058341,1.74,"Gurnee, IL",244
7.35E+17,31st Bridgeport 3F 2bed/1bath + Free Laundry,100782278,Chicago Furnished,10/22/2016,Unknown,within a few hours,t,Bridgeport,,41.83768,-87.65824,Entire home/apt,4,46,32,2,11/19/2022,3/9/2023,5,5,5,5,5,5,5,R22000077682,0.5,,244
34565182,Elegant Suite at Walton Residence,259191558,Walton,5/1/2019,Unknown,within a few hours,f,Near North Side,,41.90074,-87.62465,Entire home/apt,2,183,2,15,9/18/2019,3/15/2023,4.87,5,4.73,4.6,5,5,4.6,R19000041780,0.35,,245
45826540,5 min to all Chicago major Attractions,371036931,Roseanna,10/7/2020,"Chicago, IL",within an hour,f,Near West Side,,41.86881,-87.65693,Entire home/apt,5,175,4,49,12/29/2020,11/26/2022,4.69,4.88,4.73,4.96,4.86,4.82,4.76,Registered,1.81,"Chicago, IL",245
5.59E+17,Spacious 1-bedroom South Loop Loft I Sleep 5,375644856,Tony,11/14/2020,"Chicago, IL",within an hour,t,Loop,,41.8689,-87.6279,Entire home/apt,5,170,3,42,2/18/2022,3/12/2023,4.88,4.93,4.9,4.83,4.86,4.88,4.79,R22000088689,3.19,"Chicago, IL",245
48135056,1BR South Loop Loft I Superhost + Top Rated!,375644856,Tony,11/14/2020,"Chicago, IL",within an hour,t,Loop,,41.86851,-87.62746,Entire home/apt,4,152,3,114,3/8/2021,3/15/2023,4.88,4.92,4.82,4.82,4.81,4.9,4.82,R21000061426,4.61,"Chicago, IL",245
24931653,4 BR Mayfair flat,36549783,Jeffrey,6/23/2015,"Chicago, IL",within an hour,t,Irving Park,,41.962902,-87.735336,Entire home/apt,8,144,2,34,8/19/2018,12/27/2022,4.97,4.94,4.94,4.88,5,4.91,4.82,R19000039377,0.61,"Chicago, IL",245
53126173,"Streeterville Studio w/ Gym, Pool, nr Navy Pier",107434423,Blueground,12/16/2016,"New York, NY",within an hour,f,Near North Side,,41.8925035,-87.6162826,Entire home/apt,2,119,32,1,3/15/2022,3/15/2022,5,5,5,5,5,5,5,,0.08,"New York, NY",245
53447886,Brand-new Bright & Airy Entire Unit in Logan,432777825,Lesley,11/20/2021,"Chicago, IL",within an hour,t,Logan Square,,41.91636,-87.71875,Entire home/apt,2,85,1,54,2/21/2022,3/11/2023,4.89,4.94,4.98,4.96,5,4.57,4.76,R21000071083,4.13,"Chicago, IL",245
8.05E+17,W/ Queen size bed + Free Laundry,436959191,Yan Na,12/21/2021,Unknown,within an hour,f,Armour Square,,41.84940698,-87.63416992,Private room,2,44,1,7,2/6/2023,3/12/2023,4.43,4.43,4.29,4.71,4.71,4.57,4.57,R22000094473,5,,245
33719692,G. MANSION SHARED COED ROOM NOT PRIVATE Low Bunk,163484540,Kartel,12/20/2017,"Chicago, IL",within an hour,f,Calumet Heights,,41.72798,-87.57824,Shared room,2,22,2,49,4/22/2019,11/15/2022,4.69,4.73,4.53,4.76,4.8,4.57,4.69,R21000062044,1.03,"Chicago, IL",245
48851587,Whole house in Boystown sleeps 18 near Wrigley Fld,8803468,Ashley,9/12/2013,"Chicago, IL",within an hour,t,Lake View,,41.94507217,-87.64892578,Private room,16,662,2,2,7/25/2021,7/17/2022,4.5,5,4.5,5,5,5,5,2738085,0.1,"Chicago, IL",246
7.35E+17,Home in Chicago,483078522,Larry,10/10/2022,Unknown,within an hour,f,Grand Boulevard,,41.81444684,-87.60904128,Entire home/apt,8,475,1,1,1/22/2023,1/22/2023,4,5,5,5,5,5,5,R22000095112,0.53,,246
53751055,East Village Hideaway Sleeps 16 w/Parking!,169297663,William,1/22/2018,"Chicago, IL",within an hour,t,West Town,,41.89949,-87.66369,Entire home/apt,16,274,3,13,3/20/2022,3/5/2023,4.85,4.85,4.92,5,4.92,4.92,4.92,R22000089131,1.07,"Chicago, IL",246
53136798,Brilliant 2BR/2BA Loft I Superhost I Sleep 6,375644856,Tony,11/14/2020,"Chicago, IL",within an hour,t,Loop,,41.8686,-87.6281,Entire home/apt,6,188,3,45,12/12/2021,3/15/2023,4.84,4.93,4.87,4.78,4.84,4.82,4.71,R22000088691,2.92,"Chicago, IL",246
6.56E+17,Historic Logan Square 2BDR,45937954,William,10/6/2015,"Chicago, IL",within a day,t,Logan Square,,41.92688,-87.69331,Entire home/apt,4,149,2,20,7/12/2022,3/11/2023,4.85,5,4.95,4.95,4.95,4.95,4.85,R22000083189,2.39,"Chicago, IL",246
6057908,Lakeview Charmer -with parking!,31673,Cathy,8/14/2009,"Chicago, IL",within an hour,f,Lake View,,41.93886,-87.65391,Entire home/apt,5,121,2,336,5/31/2015,3/9/2023,4.82,4.88,4.89,4.91,4.97,4.94,4.8,R21000069919,3.54,"Chicago, IL",246
7.19E+17,"Nice, clean, warm and cozy! Enjoy the “Morgan Hut”",160404474,Tashameek,11/28/2017,"Hammond, IN",within an hour,f,Brighton Park,,41.81583,-87.69155,Entire home/apt,4,81,2,7,9/25/2022,3/12/2023,4,4.29,4.14,4.86,4.14,4.14,4,R22000089209,1.19,"Hammond, IN",246
32406694,Great Location Studio in the Gold Coast!!,14241347,Ensavi,4/13/2014,"Chicago, IL",within an hour,t,Near North Side,,41.90199,-87.63148,Entire home/apt,2,78,1,298,2/24/2019,3/14/2023,4.9,4.95,4.89,4.96,4.95,4.96,4.84,R22000077922,6.02,"Chicago, IL",246
8.01E+17,Beautiful+Cozy 3 Story Home with Parking | Chicago,331372568,Firoz`,1/28/2020,Unknown,within an hour,f,Portage Park,,41.96476681,-87.76098255,Entire home/apt,14,478,3,1,2/27/2023,2/27/2023,4,5,5,4,3,4,5,R20000053631,1,,247
27337953,Bold and Bright Owner's Flat in Design District,202622038,Kathryn,7/16/2018,Unknown,within an hour,f,Near North Side,,41.89248,-87.63458,Entire home/apt,8,427,1,115,8/11/2018,2/8/2023,4.81,4.73,4.87,4.7,4.67,4.93,4.73,R18000031606,2.05,,247
6.76E+17,ENORMOUS SINGLE FAMILY HOME WITH YARD & GARAGE,19645168,Brandon,8/7/2014,"Chicago, IL",within a few hours,f,Irving Park,,41.95958,-87.71548,Entire home/apt,12,383,2,14,8/7/2022,2/27/2023,5,5,4.86,5,4.93,4.93,5,R22000085478,1.87,"Chicago, IL",247
6.26E+17,"Wrigleyville Inn. Historic Greystone, Free Parking",6789528,Peter,6/7/2013,"Chicago, IL",within an hour,t,Lake View,,41.94569,-87.65182,Entire home/apt,6,219,1,17,6/3/2022,3/12/2023,5,5,5,5,5,5,4.76,2840957,1.76,"Chicago, IL",247
45908545,Great Location,371036931,Roseanna,10/7/2020,"Chicago, IL",within an hour,f,Near West Side,,41.87232,-87.65125,Entire home/apt,4,160,4,43,1/5/2021,10/29/2022,4.67,4.86,4.72,4.91,4.72,4.95,4.74,Registered,1.6,"Chicago, IL",247
10943002,The Oakley 2-Modern Penthouse 12min to Dwtn.1 park,136407355,Elsie,6/22/2017,"Chicago, IL",within an hour,t,Near West Side,,41.88093,-87.68389,Entire home/apt,6,127,32,411,3/7/2016,9/25/2022,4.8,4.88,4.82,4.89,4.91,4.68,4.83,R17000015137,4.8,"Chicago, IL",247
52439779,Top Floor In the Heart of West Town! Perfect for Any Group and Pet Friendly!,5325851,Josh,3/4/2013,"Chicago, IL",within an hour,f,West Town,,41.894903,-87.666413,Entire home/apt,4,116,32,6,1/22/2022,1/8/2023,4.67,4.67,5,5,4.83,4.67,4.33,,0.43,"Chicago, IL",247
34601264,2 Private Offices In Spacious Vintage 3BR,52725236,Wendi,12/30/2015,"Chicago, IL",within an hour,t,Logan Square,,41.92142,-87.702,Entire home/apt,5,104,32,111,7/7/2019,2/28/2023,4.86,4.91,4.9,4.95,4.97,4.94,4.86,R22000087945,2.46,"Chicago, IL",247
38702660,"Comfortable, modern apartment 20 Min from Downtown",230539652,Marzena,12/13/2018,"Chicago, IL",within an hour,f,Portage Park,,41.9474411,-87.77185822,Entire home/apt,4,101,2,42,1/26/2020,3/4/2023,4.9,4.9,4.88,5,5,4.93,4.79,R22000077660,1.1,"Chicago, IL",247
43877038,Fuzzy Master Bedroom (Entire Apt),871911,Mo  &  Ganna,7/26/2011,"Chicago, IL",within an hour,t,Lake View,,41.9449,-87.65048,Entire home/apt,5,96,1,29,7/5/2020,3/13/2023,4.86,4.93,4.83,4.93,4.93,5,4.9,R20000056417,0.88,"Chicago, IL",247
19952780,Come Together in This Vibrant Restored Mansion near Wrigley,23466594,Ana,11/7/2014,"Chicago, IL",within an hour,t,Uptown,,41.96504,-87.65423,Entire home/apt,16,1036,2,141,8/6/2017,1/22/2023,4.99,4.99,4.99,4.97,4.99,4.73,4.89,R17000017791,2.06,"Chicago, IL",248
38522687,Andersonville/ Cozy 3b 3b House  / 99 walk score,162364,Mat And Randy,7/9/2010,"Chicago, IL",N/A,f,Uptown,,41.97318,-87.66605,Entire home/apt,6,390,3,55,12/29/2019,3/4/2023,5,4.98,5,5,5,4.98,4.82,R19000048104,1.4,"Chicago, IL",248
16353883,"Old Irving Park 2 bd/1 ba, 20 mins to Downtown",459291,Silvia,3/23/2011,"Chicago, IL",within an hour,f,Irving Park,,41.95042,-87.73472,Entire home/apt,6,175,4,49,9/11/2017,1/31/2023,4.88,4.94,4.94,5,4.96,4.86,4.84,R20000059819,0.73,"Chicago, IL",248
7.14E+17,Let’s make a toast in the “Gold Coast ”,450353959,Adidas,3/19/2022,Unknown,within an hour,f,Near North Side,,41.8984229,-87.62528864,Entire home/apt,2,155,28,1,3/12/2023,3/12/2023,5,5,5,5,5,5,5,R22000095076,1,,248
53883512,Tri-Taylor/Medical Dist. near West Loop,349906937,Ariel,6/13/2020,"Chicago, IL",within an hour,t,Near West Side,,41.87753,-87.67937,Entire home/apt,5,152,2,40,2/16/2022,3/12/2023,4.78,4.8,4.85,4.9,4.88,4.55,4.75,R21000075213,3.02,"Chicago, IL",248
51508699,Ukrainian village Hipster pad,173305205,Nicoll,2/14/2018,"Chicago, IL",within an hour,f,West Town,,41.89657,-87.69596,Entire home/apt,4,116,2,31,9/4/2021,3/5/2023,4.68,4.87,4.77,4.71,4.68,4.94,4.52,R19000043235,1.65,"Chicago, IL",248
6.39E+17,Spacious Apartment I Loyola University,104315495,Gabe,11/19/2016,"Chicago, IL",within an hour,f,Edgewater,,41.99659,-87.65818,Entire home/apt,4,79,1,40,6/2/2022,2/19/2023,4.48,4.43,4.63,4.93,4.9,4.83,4.63,R21000060742,4.12,"Chicago, IL",248
6.86E+17,Wicker Park 1 bedroom Walk to Everything!,60777581,Sara,2/28/2016,"San Diego, CA",within an hour,t,West Town,,41.90718,-87.66758,Entire home/apt,2,52,32,2,10/12/2022,11/13/2022,5,5,5,5,5,5,5,,0.38,"San Diego, CA",248
25064515,Private room twin K2 front,36549783,Jeffrey,6/23/2015,"Chicago, IL",within an hour,t,Irving Park,,41.962902,-87.735336,Private room,2,41,2,14,7/28/2018,10/15/2021,4.93,5,4.93,5,5,4.93,4.64,R19000039377,0.25,"Chicago, IL",248
25092696,Private room twin K2 mid,36549783,Jeffrey,6/23/2015,"Chicago, IL",within an hour,t,Irving Park,,41.962902,-87.735336,Private room,1,40,32,11,8/31/2018,3/31/2022,4.73,4.82,4.73,5,5,4.55,4.73,Applied for registration,0.2,"Chicago, IL",248
27458041,B5- Next to Downtown Chicago - Private Room,109075524,Alejandra,12/30/2016,United States,within an hour,f,Near West Side,,41.87582,-87.6793,Private room,4,38,2,177,8/21/2018,2/14/2023,4.39,4.55,4.53,4.79,4.73,4.47,4.47,R19000042282,3.18,United States,248
47856464,Relaxing in the City,158998071,Lynn,11/16/2017,Unknown,within a few hours,f,Lincoln Park,,41.93023,-87.66241,Entire home/apt,16,290,1,54,5/16/2021,1/2/2023,4.33,4.61,4.15,4.69,4.43,4.96,4.46,City registration pending,2.41,,249
6.26E+17,Modern 1 bedroom centrally located,124547116,Devon,4/6/2017,"Naperville, IL",within a day,f,Loop,,41.88559,-87.63249,Entire home/apt,4,206,3,13,7/25/2022,11/20/2022,4.54,4.77,4.69,4.77,4.77,5,4.62,R22000082348,1.64,"Naperville, IL",249
7.51E+17,Modern 1- bedroom with access to GYM and Lounge!,356621073,Izzy,7/15/2020,"Chicago, IL",within an hour,t,Near South Side,,41.85339,-87.62442,Entire home/apt,3,182,1,19,11/8/2022,3/13/2023,4.74,4.74,4.63,4.79,4.79,4.68,4.53,R22000091733,4.32,"Chicago, IL",249
24751573,Explore Lincoln Park from a Polished Apartment,113257336,Beth,1/25/2017,"Chicago, IL",within an hour,t,Lincoln Park,,41.91273,-87.64739,Entire home/apt,4,169,3,148,9/3/2018,3/5/2023,4.99,4.98,5,4.98,5,4.96,4.78,R19000038979,2.68,"Chicago, IL",249
5.38E+17,Level ◆ Brand New Luxe One Bedroom,177188450,Level,3/7/2018,"Chicago, IL",within a few hours,f,Near North Side,,41.89133835,-87.63783264,Entire home/apt,4,156,2,10,2/28/2022,3/4/2023,4.6,4.8,4.4,4.8,4.4,4.8,4.3,2835961,0.78,"Chicago, IL",249
51211027,Kasa | Nearby Millennium Park | River North,88566861,Kasa,8/7/2016,"San Francisco, CA",within an hour,f,Near North Side,,41.89574,-87.63506,Entire home/apt,2,156,2,101,8/19/2021,3/12/2023,4.8,4.85,4.9,4.71,4.79,4.93,4.61,2791598,5.24,"San Francisco, CA",249
52115774,Modern one bedroom close to McCormick!,356621073,Izzy,7/15/2020,"Chicago, IL",within an hour,t,Near South Side,,41.85309,-87.62432,Entire home/apt,5,140,1,18,7/4/2022,12/1/2022,4.83,4.72,4.56,5,5,4.89,4.83,R22000091733,2.08,"Chicago, IL",249
28819602,Traveling Nurse 3BDR beauty Mins from Downtown,147648729,Mel,8/25/2017,"Chicago, IL",within an hour,f,Grand Boulevard,,41.81798,-87.60811,Entire home/apt,6,139,32,35,10/7/2018,7/29/2022,4.77,4.89,4.83,5,4.91,4.77,4.91,City registration pending,0.65,"Chicago, IL",249
7.36E+17,"Chicago Condo Near Beaches, Parks & Downtown!",121719854,Evolve,3/20/2017,United States,within an hour,f,Douglas,,41.84419,-87.625,Entire home/apt,4,125,2,5,10/17/2022,1/24/2023,4.2,4,4,4,4.6,4.2,4,R22000088996,0.97,United States,249
21721261,Hosting 32+ Night Stays at ⭐ WoW ⭐ 10min to DT - Center of Chicago - Easy Transit - near medical district,8670834,Dan,9/6/2013,"Chicago, IL",within an hour,t,East Garfield Park,,41.87802,-87.69514,Entire home/apt,8,121,32,241,11/23/2017,9/19/2022,4.8,4.84,4.87,4.95,4.98,4.22,4.79,City registration pending,3.72,"Chicago, IL",249
44375009,Logan/Avondale Perfection -2 Min Walk to Blue Line,36745236,Nora,6/25/2015,"Chicago, IL",within an hour,f,Avondale,,41.93843,-87.71647,Entire home/apt,6,120,2,45,8/2/2020,1/11/2023,4.69,4.8,4.67,4.82,4.78,4.8,4.73,R21000073767,1.41,"Chicago, IL",249
38158030,Welcome to The Mayfair Garden !,110704257,Margarita,1/9/2017,"Chicago, IL",within an hour,f,Irving Park,,41.96358,-87.73874,Entire home/apt,2,95,2,139,9/15/2019,2/28/2023,4.71,4.84,4.73,4.95,4.87,4.92,4.78,R21000076019,3.25,"Chicago, IL",249
10254486,Cozy Garden Unit In Edgewater,1032337,Thomas,8/28/2011,"Chicago, IL",within an hour,t,Edgewater,,41.99659,-87.66363,Entire home/apt,4,86,2,292,1/16/2016,3/15/2023,4.82,4.89,4.82,4.94,4.94,4.92,4.84,R17000014900,3.34,"Chicago, IL",249
4243309,Sleek Wrigleyville/Boystown Condo with Rooftop Skyline Views,21924626,Nathan,9/29/2014,"Chicago, IL",within an hour,t,Lake View,,41.94124,-87.64941,Private room,2,80,1,361,12/21/2014,3/5/2023,4.97,4.96,4.96,4.98,4.98,4.99,4.9,R22000091244,3.6,"Chicago, IL",249
5.96E+17,Stunningly Master Bedroom,871911,Mo  &  Ganna,7/26/2011,"Chicago, IL",within an hour,t,Lake View,,41.94456,-87.65249,Private room,5,75,1,1,12/30/2022,12/30/2022,5,5,5,5,5,5,5,R20000056417,0.37,"Chicago, IL",249
24689136,B1 - Next to Downtown Chicago - Private Room,109075524,Alejandra,12/30/2016,United States,within an hour,f,Near West Side,,41.87612,-87.67926,Private room,4,40,2,262,5/2/2018,2/24/2023,4.67,4.82,4.72,4.89,4.9,4.65,4.63,R19000042282,4.41,United States,249
46604372,Remodeled Duplex in the Heart of Lincoln Park,105642476,Terry,11/29/2016,"Chicago, IL",within an hour,t,Lincoln Park,,41.91768,-87.65261,Entire home/apt,9,413,2,36,6/27/2021,1/31/2023,4.97,5,4.92,5,5,5,4.75,R21000074821,1.71,"Chicago, IL",250
7.08E+17,Cloud9 | Gold Coast Neighborhood | The Potter,248760412,Cloud9,3/14/2019,Unknown,within an hour,t,Near North Side,,41.90451,-87.63191,Entire home/apt,5,350,2,1,12/8/2022,12/8/2022,5,5,5,5,5,5,4,R22000087389,0.29,,250
30396840,"Gold Coast 1BR w/ Gym, Pool, nr Mag Mile",107434423,Blueground,12/16/2016,"New York, NY",within an hour,f,Near North Side,,41.898904,-87.62797,Entire home/apt,2,169,32,1,1/31/2021,1/31/2021,5,5,5,5,4,5,5,32+ Days Listing,0.04,"New York, NY",250
45784632,Spacious Studio w/Balcony in Bucktown/Wicker Park,77972775,Doug,6/15/2016,Unknown,within an hour,f,West Town,,41.91184,-87.67439,Entire home/apt,4,132,2,53,10/18/2020,3/6/2023,4.96,4.96,4.92,5,4.96,5,4.92,R22000077237,1.8,,250
2715815,GROCERY STORE DOWNSTAIRS | KING SIZE BED | BALCONY,3965428,Rob,10/24/2012,"Chicago, IL",within an hour,t,Near South Side,,41.85361,-87.62434,Entire home/apt,3,130,32,16,6/29/2014,12/17/2022,4.81,4.88,4.88,4.75,4.88,4.56,4.75,City registration pending,0.15,"Chicago, IL",250
1195259,Wicker Park - Garden At The Heart of It All,2899484,Jason,7/11/2012,"Chicago, IL",within a day,f,West Town,,41.90914,-87.67859,Entire home/apt,3,125,6,205,6/4/2013,11/18/2022,4.89,4.9,4.78,4.91,4.91,4.95,4.85,R19000037818,1.72,"Chicago, IL",250
7.72E+17,Hermosa Apartment,489718212,Ledys,11/30/2022,"Chicago, IL",within an hour,f,Hermosa,,41.92707,-87.7357,Entire home/apt,6,112,2,4,2/20/2023,3/12/2023,5,5,4.75,4.75,5,4.75,5,R23000097173,4,"Chicago, IL",250
13656154,Bright Cozy Lincoln Park Apt - free street parking,40698494,Timothy,8/6/2015,"Chicago, IL",within an hour,t,Lincoln Park,,41.92755,-87.66752,Entire home/apt,6,92,2,206,1/1/2017,3/6/2023,4.79,4.86,4.78,4.96,4.97,4.87,4.73,R17000014274,2.72,"Chicago, IL",250
19123858,Great Location Studio II,14241347,Ensavi,4/13/2014,"Chicago, IL",within an hour,t,Near North Side,,41.90021,-87.63034,Entire home/apt,2,90,1,407,6/10/2017,3/5/2023,4.82,4.9,4.83,4.93,4.94,4.95,4.79,R19000051168,5.79,"Chicago, IL",250
5861971,Funky & Cozy Designer Apt/ 4 stops from Downtown,11710780,Robert,1/27/2014,"Chicago, IL",within an hour,t,East Garfield Park,,41.8867,-87.70783,Entire home/apt,4,72,3,172,6/13/2015,3/4/2023,4.63,4.77,4.63,4.93,4.92,4.32,4.69,R21000075462,1.82,"Chicago, IL",250
4730797,Home in Vibrant Logan Square,2892101,Justine,7/10/2012,"Madrid, Spain",within a few hours,t,Logan Square,,41.92125,-87.70158,Private room,3,51,3,109,3/22/2015,12/21/2022,4.82,4.88,4.81,4.94,4.95,4.96,4.84,R22000090201,1.12,"Madrid, Spain",250
9233356,II Peaceful Accommodation,41503184,Cote,8/14/2015,"Oak Park, IL",within an hour,f,Austin,,41.87548,-87.77406,Private room,2,38,2,70,6/9/2016,3/16/2023,4.41,4.57,4.51,4.69,4.71,4.51,4.54,,0.85,"Oak Park, IL",250
7.78E+17,3bd/3ba Bronzeville Beauty,40741754,Wes,8/6/2015,"Los Angeles, CA",within an hour,f,Douglas,,41.82814968,-87.61867275,Entire home/apt,8,303,2,5,12/26/2022,3/15/2023,5,5,5,5,5,4.8,4.8,R22000094920,1.79,"Los Angeles, CA",251
1769731,1 Bedroom Across from Wrigley Field MVP Suite,9297431,Inn At Wrigleyville,10/8/2013,"Chicago, IL",within an hour,t,Lake View,,41.94747,-87.65417,Entire home/apt,4,279,1,16,7/6/2021,11/6/2022,4.81,4.81,4.88,4.81,4.94,4.94,4.31,2446867,0.77,"Chicago, IL",251
